[1, -17, 14, -2, 6, 6, -2, 1, 4, 6, -1, -5]
[6, -2, 4, 3, -3, -3, -3, -5, 4, -5, 0, -4]
[5, -5, 11, 2, 2, 5, 1, -1, 0, 2, 2, -2]
[9, 9, 17, -2, -3, -1, -4, -3, 5, 3, 5, -2]
[7, 10, 5, -1, -3, 0, 0, -5, 1, 3, 0, 2]
[1, -1, 15, 2, -1, -4, 0, -1, -5, 2, -4, 2]
[6, -4, 6, 0, 5, 6, -4, 3, -3, -3, 4, 6]
[3, -5, 6, 3, 0, -3, 3, -2, 5, -5, -4, 0]
[2, 11, 16, 4, -5, 4, 3, -4, 4, 3, -3, -3]
[4, -6, 5, 5, 4, 6, 2, -1, 0, 2, -4, 1]
[2, -17, 18, -4, 4, 0, 6, 2, 3, -5, -3, -2]
[0, 8, 13, 0, 1, -2, 3, -2, 0, 0, 3, -1]
[7, 11, 9, -4, 6, 4, -2, 2, -5, 0, 4, -5]
[8, -18, 19, -3, 1, 0, -5, 5, -5, 1, -1, 0]
[6, 19, 4, -2, 2, -5, -4, 3, 5, 5, -5, -3]
[6, -17, 6, -4, 4, -4, 0, -5, 4, 4, 2, 3]
[5, -20, 2, 2, 5, 5, 1, 4, -5, -2, 6, 1]
[3, 1, 13, 3, 0, 0, 0, 0, 0, 0, 0, -5]
[1, -9, 8, 4, 0, 0, 0, 0, 0, 0, 0, 3]
[3, -20, 8, 4, 0, 0, 0, 0, 0, 0, 0, -3]
[4, -3, 16, -4, 0, 0, 0, 0, 0, 0, 0, 1]
[2, -11, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3]
[8, -5, 7, -2, -2, 1, -2, -5, -3, 2, 2, 6]
[3, 5, 2, -2, 3, 6, 6, -2, 2, 1, -1, -5]
[5, -19, 16, 2, -5, 1, 2, -2, -2, -5, 1, 1]
[3, 7, 11, -2, -2, -3, 3, -1, -2, 0, -3, 2]
[6, 18, 4, 4, 4, 5, 5, 3, 6, 4, 4, 6]
[5, 9, 13, 0, -1, 1, 5, 0, 0, 3, -4, 1]
[3, -20, 1, 5, 3, 1, 0, 2, -4, -5, 3, -5]
[1, 5, 9, 1, 2, -3, -1, 6, -3, 6, 6, 4]
[9, 6, 4, -2, 0, -4, -3, 0, -4, 6, 0, -4]
[9, -13, 7, -2, 1, 3, -1, 0, -4, -2, 5, 3]
[3, 14, 15, 1, 5, 2, 0, 0, -2, 6, 6, 0]
[4, 7, 18, 0, 6, 3, 1, -3, 6, 4, -4, 2]
[7, 5, 11, 2, 3, 6, 1, -2, -5, 3, -4, -3]
[7, 14, 12, 1, -4, -4, 1, -5, 2, 6, 3, 4]
[6, 8, 17, -1, 2, 2, 5, -4, 3, 5, 5, 4]
[4, -7, 4, 3, 6, 6, 2, 1, 0, 3, -4, -5]
[6, -15, 19, 1, -5, 5, 6, 6, 1, 1, -1, -2]
[9, -19, 10, 1, 4, -4, -5, -2, 6, 5, -4, 0]
[8, 14, 1, 3, -1, 1, 5, 6, 6, 1, 6, 6]
[4, -1, 7, -3, -4, 4, 6, 4, -1, -4, -3, -1]
[0, -18, 10, -3, -3, -2, 2, 5, -5, 6, 4, -1]
[7, 0, 19, -2, -4, -5, 3, 5, 4, 0, 1, -1]
[5, 4, 19, 4, -5, -5, 3, 3, -2, -2, 1, -5]
[6, -15, 12, 0, 1, 0, 6, 2, -3, -4, -2, 0]
[2, -9, 19, 0, 0, -5, -1, 1, 6, -2, 4, 3]
[9, 14, 15, 2, 6, -2, -5, -1, 1, 0, 3, -5]
[5, -14, 11, -1, 0, -4, -2, 6, 4, -3, 3, -5]
[7, 3, 9, 5, -2, 3, 6, 6, 1, -1, 1, -3]
[9, -15, 9, -3, 2, 5, -5, 4, 6, 5, 6, -5]
[5, 15, 8, 5, 5, 0, -4, 6, 4, -2, 0, -4]
[5, -10, 6, -1, -2, -5, -1, -2, -5, -5, 4, -2]
[7, -11, 17, 2, 4, 6, 2, -3, 3, 4, 1, -2]
[0, -15, 5, -1, 3, -1, 4, -4, -5, 3, 5, 4]
[8, -15, 10, -4, 5, -4, 1, 1, 2, 2, -3, 0]
[4, -15, 10, 0, 2, 0, 0, -1, -2, 5, -1, 4]
[3, -3, 3, -2, 4, 0, 4, 6, -5, 0, -1, -4]
[2, 10, 1, -1, 5, 0, 5, 4, 3, -1, 6, 2]
[3, -2, 5, 5, 5, 1, -3, 5, -5, 0, 4, 1]
[6, 12, 17, -1, 4, 6, 4, 0, 3, 2, 0, -1]
[9, 10, 6, -4, 6, -5, 4, 4, -2, 0, 4, 0]
[9, 7, 7, 0, -5, 0, 6, 1, -5, -4, 4, 5]
[6, -12, 2, -1, 5, 0, -4, -3, 3, 6, -4, 3]
[5, 2, 17, 2, 4, -3, -4, -4, -5, -4, -2, 5]
[6, 2, 18, 5, 6, 5, 2, -5, 6, 2, 2, -2]
[5, 17, 13, 1, 0, 1, -3, 2, 5, 6, 0, 1]
[0, 6, 11, 2, 3, -3, 2, 3, 5, 1, -4, -3]
[3, 10, 5, 4, -4, -2, -3, 2, -3, 4, 3, 2]
[6, 10, 7, -3, -2, 0, -4, 2, 3, 0, 6, -1]
[5, -16, 13, 3, 4, 3, -1, -2, -4, 2, 4, 4]
[1, -1, 5, -2, -3, -5, -3, 0, 0, 6, -1, -3]
[3, -7, 19, 4, -3, 0, -4, 1, 1, 4, 2, -1]
[0, -8, 9, -2, 3, 6, 0, 5, -1, 1, 6, -1]
[7, -10, 4, 4, 5, 2, 0, 0, -2, -3, -3, -3]
[6, -20, 9, 1, 3, -4, -4, 5, 4, 6, -4, 3]
[4, 2, 12, 2, 3, -3, 6, 4, -1, 0, 6, 3]
[4, 7, 12, 1, -3, 4, 6, -2, -5, 5, 6, -5]
[9, -16, 1, 1, -4, -4, 2, -5, -2, 4, 1, -1]
[3, -5, 13, -2, -5, 4, -3, 2, -2, 3, -3, 6]
[0, -3, 15, 0, -5, -1, 1, 3, -3, 6, -2, -4]
[5, -17, 11, 5, 6, 4, 5, 3, 1, -3, 3, 0]
[8, -15, 15, -4, -3, 3, -4, 0, -3, -5, 0, 0]
[5, 16, 7, 0, -1, -3, 2, 4, 5, -1, 6, -4]
[9, -8, 1, 2, -1, -2, 4, 5, 2, 1, 1, -5]
[2, 11, 8, -2, 1, -4, -2, 6, 3, 5, -1, 3]
[2, 6, 2, -4, 5, 2, 1, 0, 2, 4, 3, 5]
[0, 3, 15, -4, -2, -1, -5, 0, 1, 0, -5, -2]
[3, -6, 1, 0, 0, -3, 6, -1, -1, 4, -4, -3]
[5, -1, 16, 0, -5, 4, -5, -5, -3, -4, 1, 0]
[3, 11, 17, -4, 4, 1, -2, 0, 1, -3, 5, 1]
[2, -1, 12, 2, 2, 2, -4, 1, 6, 2, 3, -5]
[1, 16, 10, 2, -1, 0, 2, -5, 0, 4, 3, 1]
[8, -13, 5, 1, -3, 1, -2, -2, 0, 2, 4, -3]
[5, -1, 13, 0, -3, -1, -1, -2, 6, 0, -2, -5]
[7, -15, 17, 3, -3, 3, 5, 6, 2, -2, -2, -3]
[4, 14, 9, 0, -4, -1, -5, -1, 0, -2, 6, -3]
[1, -2, 8, 4, 1, 1, 2, 3, 5, 4, 0, 1]
[8, 9, 16, 0, -2, 2, 2, -3, 6, 0, 4, -4]
[5, 19, 18, 3, -4, 4, 3, 4, -3, 5, 0, 2]
[5, 0, 2, 2, -2, -5, -3, 2, 0, 1, 2, -1]
[1, 9, 18, 5, -4, 1, -3, 6, -3, 0, 1, -3]
[4, -18, 9, 0, 6, -3, 5, 3, -2, 5, 1, -4]
[6, 7, 9, 3, 1, 2, 3, 1, -2, -2, 2, 6]
[3, 10, 13, 4, -4, -2, 5, 3, 2, 6, -4, -4]
[4, 1, 12, -3, 6, 3, 5, 1, 5, 6, -5, 6]
[2, -18, 9, 5, -1, 5, 2, -5, 5, -4, -5, -2]
[2, -15, 9, 4, 4, 1, -5, -2, 1, 4, 6, -4]
[5, 15, 19, -4, 2, 2, 0, 2, 4, -2, -4, 6]
[3, -5, 3, 2, -5, 2, -3, -3, 2, -5, -4, -3]
[0, 4, 11, 3, 6, 2, 1, 5, 1, 2, 1, -3]
[2, -17, 14, 5, 5, 5, 2, -2, 5, 4, 3, -2]
[4, -17, 5, -2, 5, -5, 2, -4, -4, 1, -4, 2]
[6, 3, 10, 2, 3, -5, 5, -2, 5, 2, -2, 3]
[6, 2, 16, -2, -4, 6, -2, -1, -2, 4, 1, 3]
[4, 15, 12, 3, -2, 6, -2, 4, 6, -1, -5, -3]
[8, -8, 2, -1, 4, -3, 6, -3, -3, -3, 4, -1]
[8, 9, 18, 1, 3, 3, -4, -3, 2, 3, 3, -1]
[7, -20, 7, -4, 5, 4, -5, -1, 2, -5, 0, -2]
[2, 6, 5, 4, 3, 3, -4, 5, 1, 2, -3, 6]
[9, 14, 1, 3, 2, -2, -1, 3, 3, -2, -1, 0]
[9, -2, 4, -4, 6, -1, -3, 1, 2, -1, 4, -3]
[8, 0, 16, 2, -2, -5, 4, 4, -1, 0, 6, 0]
[7, 8, 7, 2, -3, -3, -4, 4, -4, -4, 1, -5]
[4, -19, 9, 3, 6, 3, 3, 1, 1, 4, 2, 5]
[1, -13, 17, -4, 3, 2, 1, -2, 3, 1, 5, 6]
[3, -2, 15, -3, 6, 0, -1, 2, -3, 2, 3, -5]
[5, -7, 12, 0, 2, 3, -2, -1, -1, 6, 6, -1]
[0, 17, 5, 2, 3, -3, -5, -5, 3, -2, -3, 6]
[1, 9, 18, 2, -5, -4, 1, -4, 6, -4, -5, 0]
[1, -16, 14, 3, 0, 6, 2, -1, 6, 6, 2, -2]
[6, 15, 7, 1, 4, -3, 6, 5, 2, 6, 0, 3]
[7, 11, 6, 3, 0, 0, 6, 1, -4, 3, 3, 2]
[6, -15, 17, 4, 4, -5, -3, 1, 4, -5, 5, -5]
[2, 9, 1, 1, -4, 6, -1, 0, 3, -1, -2, 2]
[3, 19, 8, -4, -3, 1, 3, -3, -2, 0, 5, -5]
[0, -20, 2, 5, 0, 0, 1, 5, -2, -3, -5, 0]
[1, -15, 15, 4, 4, -3, 6, 1, 2, 4, 6, -1]
[4, 3, 16, 1, 4, -3, -4, -2, 0, 6, -1, 1]
[6, 6, 17, 5, 3, -1, 0, 6, 0, 1, -4, -3]
[8, 0, 8, 1, 2, 3, 4, -4, 1, -5, 4, 3]
[4, -10, 8, 1, -4, 3, -3, -1, 2, -4, 1, 0]
[9, 15, 12, -3, 3, -1, 3, -4, 2, 4, 6, -3]
[9, 2, 7, 3, 5, -4, -2, 1, -1, 0, -1, 2]
[1, 4, 9, -4, 0, 5, 5, 5, -1, -3, 2, -4]
[6, -6, 12, -2, 4, -2, 5, 4, -4, 0, -4, -1]
[7, 17, 19, 4, 3, 2, 5, -1, 2, 5, -4, -4]
[8, 16, 3, 5, 4, 6, 3, -1, 5, -3, -3, 2]
[0, -13, 3, 4, 5, -5, -1, -5, 6, 0, -5, 5]
[5, 11, 10, 3, -3, 5, 1, -2, 5, 4, 5, -1]
[8, 10, 7, -2, -3, -4, 3, -5, 0, 0, -5, -2]
[8, 4, 5, 5, 4, -4, -5, 2, 2, -4, 1, 1]
[2, 8, 19, 0, -2, 4, 0, 2, -1, 5, -1, 4]
[2, -3, 14, 4, -3, 0, -4, 5, 5, 5, 3, -5]
[5, 10, 10, -2, -1, 4, 6, 4, -5, 4, -5, 4]
[6, 15, 9, -3, 3, 4, 4, 4, -4, 3, 6, -1]
[4, 2, 7, 1, -2, 6, 6, 0, 1, -1, -3, 3]
[7, 8, 6, -4, -3, -5, -1, -5, -3, -3, 2, 5]
[5, -4, 12, -1, 0, 0, 3, -4, 1, -4, 0, 1]
[1, 17, 19, -3, -5, -1, 5, -2, 6, -1, -1, -1]
[6, 18, 5, -3, 2, -5, 5, -2, -1, 6, -2, 1]
[5, -8, 17, -4, 6, -4, 5, 4, 1, 2, 3, 6]
[2, 16, 2, 2, -5, -1, -5, -4, -3, -1, 6, 1]
[5, 9, 5, 5, -2, 3, 5, 1, 6, 0, -3, -4]
[8, -19, 6, 3, -2, 5, -1, 2, 4, 5, 2, 5]
[3, 5, 18, -3, 2, -3, -3, 1, 4, -3, -5, 6]
[6, 10, 19, 0, 5, -1, 4, 2, 4, 6, 2, -2]
[3, 5, 2, -4, -3, 1, -1, 6, 3, 3, 1, -3]
[9, -10, 17, -4, 3, 6, -1, 6, 2, -1, 2, 3]
[3, 1, 18, 4, 1, 0, 4, 6, 5, -4, 6, -1]
[8, -15, 12, -3, -1, 0, -3, 6, 3, 6, 0, -1]
[9, -5, 16, -3, 3, 5, -3, -1, -3, -4, -5, 6]
[1, -13, 13, -3, 4, 2, 1, -3, 4, -3, 1, -3]
[4, 11, 7, -2, 6, -3, 4, 3, 1, 3, -5, 6]
[5, -6, 1, 1, 0, 1, 3, 3, -2, -2, 4, 3]
[1, 19, 7, -1, -4, 4, 1, -4, 3, -5, -4, 6]
[7, 18, 1, -2, -3, 4, 4, -5, -2, -3, 0, 4]
[4, 12, 6, 1, 0, 6, 1, -5, 6, -5, -2, -4]
[4, -3, 7, -3, -1, -3, -3, 4, -3, 5, 1, 5]
[0, -13, 10, 1, 0, -5, 2, 3, 1, -4, 5, 5]
[1, 1, 19, -2, -1, -4, -3, -5, 1, 5, -2, -2]
[3, -3, 14, 0, -2, -3, -4, 4, 0, -2, -5, 2]
[5, -4, 10, 5, -2, -2, 3, 2, -5, 3, 4, -4]
[7, -3, 6, 2, -5, -4, 4, -1, 4, -5, 3, 6]
[2, 11, 11, 3, -1, -1, -5, 6, 3, -4, 5, -2]
[4, -16, 13, -4, 3, 0, -3, -2, -3, 4, 5, -5]
[7, 16, 14, -3, -4, -5, -1, -2, -5, 0, 0, -3]
[9, 10, 18, 0, 5, 1, -2, -4, 6, -4, -1, -4]
[9, 13, 15, -4, 6, 5, 4, 6, 6, 2, 2, 6]
[8, 14, 2, 0, -5, 3, -3, 0, 5, -2, -5, 6]
[6, -16, 16, -4, 6, -1, -5, 1, -5, -5, 0, 4]
[6, 13, 1, 0, 4, 0, 1, 0, -5, 6, 2, -2]
[4, 6, 8, -3, 4, 5, 5, 3, -3, 0, -3, 3]
[8, -19, 7, 2, 6, 5, -4, -5, 3, 3, -2, -4]
[6, -9, 11, 3, -5, -4, 1, 4, 2, 0, 0, 0]
[9, -5, 7, 1, 1, 3, 0, 3, -3, -4, 4, 6]
[7, 13, 9, 5, 1, 6, -5, -4, 0, 6, 2, 3]
[0, -5, 5, 1, -3, -4, 2, 5, -3, -4, 1, 3]
[5, -6, 13, -1, 0, 6, 0, -1, 2, 2, -4, 3]
[7, 9, 15, 3, 6, -5, -3, -3, -4, 5, 4, -1]
[9, -11, 8, 2, -3, -5, -5, 5, 0, 2, 0, 3]
[1, -19, 2, 1, 3, -1, -2, -3, -4, -2, 2, -2]
[7, 15, 19, -3, 3, -1, 5, 3, 5, 1, 6, -5]
[0, -15, 8, 4, 2, 6, -2, -1, 6, -5, -2, 4]
[7, -12, 6, -2, 3, 3, 4, 3, -3, -3, 6, 3]
[3, -1, 18, 3, -2, 1, 1, -4, 5, 1, 1, -3]
[7, 18, 10, 3, 3, 4, 5, -1, 0, -1, -2, -3]
[6, -10, 15, 3, -4, 0, 4, 4, -3, 2, -2, 5]
[2, 18, 7, -3, -4, -3, -4, -5, 3, -4, -4, 2]
[8, 14, 3, 5, 6, -2, 5, 2, -1, -1, 6, -4]
[9, 6, 9, 4, 2, -4, 5, 4, -1, -1, -1, 2]
[0, -16, 10, 0, 2, 5, 5, 4, -4, -5, -5, -4]
[8, -7, 18, -2, 4, 2, 1, -1, 0, -5, 5, 0]
[3, 12, 16, 5, 0, 1, -2, 6, 1, 3, 2, 5]
[2, 8, 13, 2, 1, 6, 4, -2, -4, 5, -1, -1]
[8, 10, 13, 2, -2, -4, 0, 2, -1, -2, 6, 5]
[0, -6, 3, -3, 1, -2, 5, -1, -5, 3, 1, -4]
[3, -16, 17, 0, 6, 0, 5, 6, 4, -5, 2, 5]
[2, 1, 19, 4, 6, -1, 4, -1, -1, -3, 1, -1]
[2, 12, 3, 3, 2, 0, 4, 1, 0, 6, 2, 4]
[8, -20, 4, 5, -5, 5, -1, 0, -5, -2, 1, -2]
[0, -1, 2, 4, 2, 0, 2, 3, -3, -4, 4, 1]
[7, 12, 17, 4, -3, -2, -1, -3, 0, -3, -2, 3]
[9, 19, 12, 0, 6, 6, 2, 6, 0, 3, 0, 5]
[7, 2, 18, 5, -5, 6, -2, 1, -2, -1, 3, 6]
[9, 6, 10, 2, -2, -2, -4, -1, -1, 1, 2, 4]
[5, 14, 3, 3, -4, 1, -1, -3, 2, 4, -1, 1]
[2, -16, 11, -1, 0, 4, 2, -4, 0, -3, 4, -1]
[1, -18, 7, 3, 5, 0, 0, 3, 1, -4, 6, 6]
[0, 0, 3, -3, -3, 4, 6, 2, 3, -2, -2, -2]
[8, -15, 2, 0, -3, 2, -5, 2, -3, -2, -1, -5]
[9, -13, 18, -1, -5, 3, -4, 1, 2, 2, -3, 3]
[1, -11, 3, -2, -1, -5, 2, -4, -1, -4, 5, 1]
[1, 18, 18, 2, 1, -1, 4, 1, -5, 2, -1, -5]
[0, 15, 7, 0, -5, -2, -2, 1, 3, 6, -2, -3]
[1, -6, 8, 4, 3, -3, -1, 6, 1, 4, 5, -4]
[4, 15, 12, -3, 2, 3, 6, 3, 0, 5, -4, -4]
[1, -9, 18, 2, -4, -3, 2, -1, -4, -3, 4, -2]
[1, 2, 6, -3, 0, 0, 0, 0, 0, 0, 0, 0]
[1, -14, 7, 0, 0, 6, 0, -3, -5, 5, -4, -2]
[5, -13, 8, 5, 6, -5, 3, -4, 4, 6, 3, 4]
[8, 19, 9, 0, -5, -4, -5, -5, 3, 1, -1, 3]
[7, -18, 5, 2, 6, 5, 5, 2, 0, -2, 1, 6]
[3, 0, 3, 3, 4, 5, 4, 1, 6, 4, -4, 3]
[2, 5, 6, 4, 6, 1, -5, -3, 6, -5, -3, 4]
[6, -8, 4, 3, 5, -2, 2, 6, -5, 6, 4, -4]
[8, 1, 14, 1, -1, -3, -3, 4, 0, -1, 5, 5]
[3, 9, 19, 1, 4, -2, 0, 0, -4, -5, 4, -5]
[5, 14, 9, -4, 5, -3, 4, -1, 0, 0, 3, 0]
[4, -19, 3, 3, 0, 4, 3, 2, -5, 4, -1, 5]
[5, 11, 6, -3, 4, 5, 6, 3, 1, -4, -4, 0]
[0, -18, 19, 5, -2, -3, 2, 1, -3, 5, 6, 6]
[1, -12, 6, -3, -3, 4, 5, -2, 1, -5, 2, 4]
[9, 15, 2, 1, -1, -2, -1, 2, -4, -2, 2, 5]
[3, -8, 7, 2, 0, 6, -4, 1, 0, -3, 3, -4]
[0, 16, 5, 0, -1, 5, -5, -3, -1, -1, 0, -4]
[5, 11, 19, 1, 5, 0, 5, 5, -1, 6, -2, 0]
[9, 12, 4, 4, 0, 3, 2, 1, 1, -3, 1, 6]
[4, 10, 16, -4, -2, -1, -5, 2, 2, 1, -5, 6]
[1, -14, 13, -2, -2, 3, 6, -5, 1, 5, -1, 6]
[9, -20, 8, -3, 4, 2, 0, 2, -4, 4, -3, -4]
[9, -6, 16, 4, 0, 6, 3, 6, 3, 4, -1, -2]
[8, 12, 7, -3, 6, 0, 3, -5, -5, 6, 0, 1]
[2, -17, 5, 3, -5, -4, -4, 0, -3, 2, 3, -4]
[3, -17, 6, 0, -2, -2, 2, 2, -5, 6, -2, 6]
[1, -8, 4, 3, 1, -5, -4, 3, -1, 4, 2, 3]
[9, -11, 13, 3, 5, 6, 2, -2, 2, 4, 5, 4]
[8, 5, 3, -2, 1, 1, 3, -1, 2, -1, 2, 6]
[0, 8, 5, 2, 0, -2, -1, -4, 3, -1, 4, -2]
[7, 0, 19, 4, -1, -4, 5, 5, 0, 5, -4, -2]
[4, -19, 16, 5, -5, 6, -3, 6, 5, 2, 2, -4]
[2, -3, 2, -3, 4, -3, 1, 4, -2, 1, 5, 4]
[2, 4, 15, -4, -1, -3, 3, -2, 6, -4, -1, 2]
[4, -17, 1, -3, -3, -5, 0, -1, 4, -5, -2, -5]
[7, 3, 9, -3, 3, 0, -5, 4, -4, -5, -4, 3]
[2, 10, 5, 5, 3, -2, -4, -1, -4, 3, 3, 0]
[6, 13, 11, 1, 2, 4, 1, -2, 6, -5, 2, 4]
[0, 4, 12, -4, 4, 4, -4, 2, -5, 3, -4, 6]
[4, 4, 13, -2, 4, 4, 6, 6, 5, 2, 5, -3]
[9, -2, 3, 4, 5, -1, 5, 4, 4, 1, 5, -2]
[5, 2, 6, 5, 2, 0, -5, -3, 6, -4, -5, -5]
[5, 18, 10, 5, 1, -3, 2, 4, 1, -4, 1, 3]
[4, -20, 19, -3, 4, 6, 6, -5, 2, 1, 3, 4]
[4, -6, 3, -3, 1, 6, 5, 0, 6, 1, 6, -4]
[2, 13, 16, 1, 0, -2, -2, 4, 4, -3, 0, -1]
[7, -20, 15, -1, -5, -5, -1, 6, -2, -4, -4, 6]
[1, -5, 13, -3, 1, 0, -1, 3, -5, 2, 1, -1]
[9, -13, 13, -3, 5, -3, 5, -3, 5, -3, 6, -4]
[7, -3, 1, -2, 1, 0, 2, 1, 1, -1, 1, 6]
[0, -8, 11, -4, 2, -3, 6, 1, -4, -5, -1, -1]
[1, 1, 4, -4, 0, 0, 0, 0, 0, 0, 0, 0]
[6, -5, 11, 4, -1, 1, 2, 6, -3, -3, -2, 1]
[5, 18, 6, 1, -5, -4, 1, -3, 4, -3, -4, -1]
[4, -11, 13, -3, 2, 1, 1, -4, 3, 5, 4, -1]
[4, 15, 7, 2, 0, 6, 3, -3, -2, 3, 6, 4]
[8, -1, 9, 5, -5, 3, 5, 3, 4, 1, 0, 4]
